danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.882,0.534,1,-7.231,0,0.279,0.163,0.000347,0.738,0.395,124.024,audio_features,064f5bVqvQZsNIsnnBUXAS,spotify:track:064f5bVqvQZsNIsnnBUXAS,https://api.spotify.com/v1/tracks/064f5bVqvQZsNIsnnBUXAS,https://api.spotify.com/v1/audio-analysis/064f5bVqvQZsNIsnnBUXAS,284187,4
0.707,0.77,0,-6.369,1,0.245,0.115,0.0183,0.104,0.616,135.07,audio_features,3etxao6xSDEqllkBjMtbhu,spotify:track:3etxao6xSDEqllkBjMtbhu,https://api.spotify.com/v1/tracks/3etxao6xSDEqllkBjMtbhu,https://api.spotify.com/v1/audio-analysis/3etxao6xSDEqllkBjMtbhu,286000,4
0.504,0.508,10,-11.094,0,0.518,0.486,0.0102,0.124,0.317,82.069,audio_features,5FF6Pyuh5jW6ybKHiaiGMy,spotify:track:5FF6Pyuh5jW6ybKHiaiGMy,https://api.spotify.com/v1/tracks/5FF6Pyuh5jW6ybKHiaiGMy,https://api.spotify.com/v1/audio-analysis/5FF6Pyuh5jW6ybKHiaiGMy,273640,4
0.586,0.698,1,-8.948,1,0.0943,0.0151,0.0,0.443,0.098,133.954,audio_features,5h5tBFnbcVioFXiOixTn6E,spotify:track:5h5tBFnbcVioFXiOixTn6E,https://api.spotify.com/v1/tracks/5h5tBFnbcVioFXiOixTn6E,https://api.spotify.com/v1/audio-analysis/5h5tBFnbcVioFXiOixTn6E,310720,4
0.547,0.651,1,-7.601,1,0.3,0.000739,0.0,0.235,0.645,77.878,audio_features,1BR5vhAlaoUiijQ28p6jlN,spotify:track:1BR5vhAlaoUiijQ28p6jlN,https://api.spotify.com/v1/tracks/1BR5vhAlaoUiijQ28p6jlN,https://api.spotify.com/v1/audio-analysis/1BR5vhAlaoUiijQ28p6jlN,212653,4
0.451,0.831,5,-8.641,0,0.308,0.0623,0.0,0.185,0.41,176.173,audio_features,0PKJxo97zXT8oAwl2zFnPh,spotify:track:0PKJxo97zXT8oAwl2zFnPh,https://api.spotify.com/v1/tracks/0PKJxo97zXT8oAwl2zFnPh,https://api.spotify.com/v1/audio-analysis/0PKJxo97zXT8oAwl2zFnPh,214120,4
0.487,0.729,2,-6.815,1,0.271,0.0538,4.09e-06,0.44,0.217,91.066,audio_features,3qX1dqmDdmMvvfMVfsx4Bh,spotify:track:3qX1dqmDdmMvvfMVfsx4Bh,https://api.spotify.com/v1/tracks/3qX1dqmDdmMvvfMVfsx4Bh,https://api.spotify.com/v1/audio-analysis/3qX1dqmDdmMvvfMVfsx4Bh,350120,4
0.654,0.753,8,-7.556,0,0.398,0.303,8.25e-05,0.13,0.371,110.699,audio_features,1Z2FvDFZSDQ23s4BDqpWqZ,spotify:track:1Z2FvDFZSDQ23s4BDqpWqZ,https://api.spotify.com/v1/tracks/1Z2FvDFZSDQ23s4BDqpWqZ,https://api.spotify.com/v1/audio-analysis/1Z2FvDFZSDQ23s4BDqpWqZ,723573,5
0.341,0.907,1,-4.425,0,0.419,0.0815,0.0,0.383,0.224,170.757,audio_features,0O6cYePgIBlMQ0pAFate3q,spotify:track:0O6cYePgIBlMQ0pAFate3q,https://api.spotify.com/v1/tracks/0O6cYePgIBlMQ0pAFate3q,https://api.spotify.com/v1/audio-analysis/0O6cYePgIBlMQ0pAFate3q,248093,4
0.593,0.731,1,-5.21,1,0.15,0.108,1.52e-06,0.103,0.61,160.085,audio_features,6P6HGbOoWUynE2U7yLwLnY,spotify:track:6P6HGbOoWUynE2U7yLwLnY,https://api.spotify.com/v1/tracks/6P6HGbOoWUynE2U7yLwLnY,https://api.spotify.com/v1/audio-analysis/6P6HGbOoWUynE2U7yLwLnY,279147,4
0.535,0.707,7,-5.879,0,0.21,0.264,0.0,0.305,0.784,100.534,audio_features,0NfYAsKygCYwPA2BgTZ1qg,spotify:track:0NfYAsKygCYwPA2BgTZ1qg,https://api.spotify.com/v1/tracks/0NfYAsKygCYwPA2BgTZ1qg,https://api.spotify.com/v1/audio-analysis/0NfYAsKygCYwPA2BgTZ1qg,256213,4
0.67,0.812,1,-6.608,1,0.0815,0.0109,0.0,0.503,0.0871,134.057,audio_features,1IjxCFAyR1ysajk10iHsKh,spotify:track:1IjxCFAyR1ysajk10iHsKh,https://api.spotify.com/v1/tracks/1IjxCFAyR1ysajk10iHsKh,https://api.spotify.com/v1/audio-analysis/1IjxCFAyR1ysajk10iHsKh,305813,4
0.757,0.942,9,-6.213,1,0.0459,0.122,0.00298,0.154,0.736,119.98,audio_features,58l702tcyPKuXe9br3Grdl,spotify:track:58l702tcyPKuXe9br3Grdl,https://api.spotify.com/v1/tracks/58l702tcyPKuXe9br3Grdl,https://api.spotify.com/v1/audio-analysis/58l702tcyPKuXe9br3Grdl,237827,4
0.712,0.696,7,-8.197,1,0.504,0.57,0.0,0.333,0.706,139.663,audio_features,1UmWCoRLPi0iK6iDZd5PZo,spotify:track:1UmWCoRLPi0iK6iDZd5PZo,https://api.spotify.com/v1/tracks/1UmWCoRLPi0iK6iDZd5PZo,https://api.spotify.com/v1/audio-analysis/1UmWCoRLPi0iK6iDZd5PZo,182192,4
0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,audio_features,5mphdlILgAq3vh1MSvAJTS,spotify:track:5mphdlILgAq3vh1MSvAJTS,https://api.spotify.com/v1/tracks/5mphdlILgAq3vh1MSvAJTS,https://api.spotify.com/v1/audio-analysis/5mphdlILgAq3vh1MSvAJTS,200747,4
0.791,0.94,10,-6.363,0,0.0678,0.312,0.00187,0.289,0.965,98.398,audio_features,4aS6R2cSWwkGSbbar9ks4I,spotify:track:4aS6R2cSWwkGSbbar9ks4I,https://api.spotify.com/v1/tracks/4aS6R2cSWwkGSbbar9ks4I,https://api.spotify.com/v1/audio-analysis/4aS6R2cSWwkGSbbar9ks4I,283388,4
0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,audio_features,4L7jMAP8UcIe309yQmkdcO,spotify:track:4L7jMAP8UcIe309yQmkdcO,https://api.spotify.com/v1/tracks/4L7jMAP8UcIe309yQmkdcO,https://api.spotify.com/v1/audio-analysis/4L7jMAP8UcIe309yQmkdcO,234093,4
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
0.686,0.632,9,-11.433,1,0.0353,0.0398,2.2e-06,0.0686,0.88,118.965,audio_features,4SXU3lUZ1eb4JWWbkQw43Y,spotify:track:4SXU3lUZ1eb4JWWbkQw43Y,https://api.spotify.com/v1/tracks/4SXU3lUZ1eb4JWWbkQw43Y,https://api.spotify.com/v1/audio-analysis/4SXU3lUZ1eb4JWWbkQw43Y,192133,4
0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,audio_features,3VZmChrnVW8JK6ano4gSED,spotify:track:3VZmChrnVW8JK6ano4gSED,https://api.spotify.com/v1/tracks/3VZmChrnVW8JK6ano4gSED,https://api.spotify.com/v1/audio-analysis/3VZmChrnVW8JK6ano4gSED,238600,4
0.788,0.669,7,-8.416,1,0.033,0.558,0.00559,0.0719,0.968,140.195,audio_features,4rYmx5SwP3wUSlLY83ly2o,spotify:track:4rYmx5SwP3wUSlLY83ly2o,https://api.spotify.com/v1/tracks/4rYmx5SwP3wUSlLY83ly2o,https://api.spotify.com/v1/audio-analysis/4rYmx5SwP3wUSlLY83ly2o,275667,4
0.809,0.942,7,-4.952,1,0.256,0.0146,0.0,0.14,0.818,140.035,audio_features,3aU0Oqme6sPsew3U3LP9rD,spotify:track:3aU0Oqme6sPsew3U3LP9rD,https://api.spotify.com/v1/tracks/3aU0Oqme6sPsew3U3LP9rD,https://api.spotify.com/v1/audio-analysis/3aU0Oqme6sPsew3U3LP9rD,276000,4
0.685,0.698,9,-6.635,0,0.394,0.0265,3.84e-05,0.561,0.455,134.144,audio_features,0wSrUIbHwtWDy89kNUM1Ki,spotify:track:0wSrUIbHwtWDy89kNUM1Ki,https://api.spotify.com/v1/tracks/0wSrUIbHwtWDy89kNUM1Ki,https://api.spotify.com/v1/audio-analysis/0wSrUIbHwtWDy89kNUM1Ki,278209,5
0.719,0.812,7,-5.945,1,0.56,0.331,0.0,0.114,0.647,138.253,audio_features,0FhIP9hQJTvT5KNGqzj22J,spotify:track:0FhIP9hQJTvT5KNGqzj22J,https://api.spotify.com/v1/tracks/0FhIP9hQJTvT5KNGqzj22J,https://api.spotify.com/v1/audio-analysis/0FhIP9hQJTvT5KNGqzj22J,155000,4
0.387,0.726,1,-7.681,1,0.412,0.0998,0.0,0.653,0.632,78.846,audio_features,6Y9TU1WiogwHVaaWSVjRa3,spotify:track:6Y9TU1WiogwHVaaWSVjRa3,https://api.spotify.com/v1/tracks/6Y9TU1WiogwHVaaWSVjRa3,https://api.spotify.com/v1/audio-analysis/6Y9TU1WiogwHVaaWSVjRa3,328813,4
0.671,0.678,10,-6.171,0,0.362,0.128,0.0,0.298,0.718,91.456,audio_features,6XBzkHEjJKr3US1IH9Su1g,spotify:track:6XBzkHEjJKr3US1IH9Su1g,https://api.spotify.com/v1/tracks/6XBzkHEjJKr3US1IH9Su1g,https://api.spotify.com/v1/audio-analysis/6XBzkHEjJKr3US1IH9Su1g,174253,4
0.685,0.545,7,-6.189,1,0.061,0.173,1.44e-05,0.237,0.506,94.061,audio_features,5dnAki4SIAcedhAPdF5l2h,spotify:track:5dnAki4SIAcedhAPdF5l2h,https://api.spotify.com/v1/tracks/5dnAki4SIAcedhAPdF5l2h,https://api.spotify.com/v1/audio-analysis/5dnAki4SIAcedhAPdF5l2h,312360,4
0.722,0.607,6,-6.22,0,0.0506,0.008,0.00123,0.61,0.382,91.064,audio_features,0ywqt7dLIgLwEfzFU6Iwri,spotify:track:0ywqt7dLIgLwEfzFU6Iwri,https://api.spotify.com/v1/tracks/0ywqt7dLIgLwEfzFU6Iwri,https://api.spotify.com/v1/audio-analysis/0ywqt7dLIgLwEfzFU6Iwri,281293,4
0.633,0.459,2,-7.462,0,0.0446,0.355,1.3e-05,0.0715,0.255,60.603,audio_features,0G6qY79vAC1kDankrwIKzM,spotify:track:0G6qY79vAC1kDankrwIKzM,https://api.spotify.com/v1/tracks/0G6qY79vAC1kDankrwIKzM,https://api.spotify.com/v1/audio-analysis/0G6qY79vAC1kDankrwIKzM,275797,4
0.451,0.159,3,-10.443,1,0.0487,0.941,7.71e-06,0.12,0.229,141.475,audio_features,0radB77nHaNbfMRcBNmyD0,spotify:track:0radB77nHaNbfMRcBNmyD0,https://api.spotify.com/v1/tracks/0radB77nHaNbfMRcBNmyD0,https://api.spotify.com/v1/audio-analysis/0radB77nHaNbfMRcBNmyD0,199934,4
0.471,0.352,2,-9.699,1,0.0391,0.633,2.75e-05,0.115,0.102,118.333,audio_features,0dbLBOUh7EykgXpxqEROg2,spotify:track:0dbLBOUh7EykgXpxqEROg2,https://api.spotify.com/v1/tracks/0dbLBOUh7EykgXpxqEROg2,https://api.spotify.com/v1/audio-analysis/0dbLBOUh7EykgXpxqEROg2,282329,3
0.491,0.614,7,-8.521,0,0.15,0.176,0.0454,0.103,0.215,175.572,audio_features,2Z97UBXk7d3n2cgVjS2LHb,spotify:track:2Z97UBXk7d3n2cgVjS2LHb,https://api.spotify.com/v1/tracks/2Z97UBXk7d3n2cgVjS2LHb,https://api.spotify.com/v1/audio-analysis/2Z97UBXk7d3n2cgVjS2LHb,274486,4
0.52,0.807,2,-6.281,1,0.409,0.24,0.00257,0.199,0.628,178.012,audio_features,2b3KgzISdjZVNPJJ1945nw,spotify:track:2b3KgzISdjZVNPJJ1945nw,https://api.spotify.com/v1/tracks/2b3KgzISdjZVNPJJ1945nw,https://api.spotify.com/v1/audio-analysis/2b3KgzISdjZVNPJJ1945nw,168591,4
0.519,0.802,11,-3.449,0,0.296,0.0606,0.0,0.606,0.414,150.013,audio_features,0IekdWvcDKkcnUyJt0NWga,spotify:track:0IekdWvcDKkcnUyJt0NWga,https://api.spotify.com/v1/tracks/0IekdWvcDKkcnUyJt0NWga,https://api.spotify.com/v1/audio-analysis/0IekdWvcDKkcnUyJt0NWga,296147,4
0.743,0.571,7,-6.054,0,0.145,0.24,0.0,0.291,0.495,119.054,audio_features,0ESJlaM8CE1jRWaNtwSNj8,spotify:track:0ESJlaM8CE1jRWaNtwSNj8,https://api.spotify.com/v1/tracks/0ESJlaM8CE1jRWaNtwSNj8,https://api.spotify.com/v1/audio-analysis/0ESJlaM8CE1jRWaNtwSNj8,213863,4
0.744,0.589,5,-1.218,0,0.0359,0.36,0.0,0.119,0.242,127.051,audio_features,1Ci4wASMY4xtKVMeHA6Sd5,spotify:track:1Ci4wASMY4xtKVMeHA6Sd5,https://api.spotify.com/v1/tracks/1Ci4wASMY4xtKVMeHA6Sd5,https://api.spotify.com/v1/audio-analysis/1Ci4wASMY4xtKVMeHA6Sd5,286236,4
0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919,audio_features,20dP2DaMHIAmwWAbp7peSr,spotify:track:20dP2DaMHIAmwWAbp7peSr,https://api.spotify.com/v1/tracks/20dP2DaMHIAmwWAbp7peSr,https://api.spotify.com/v1/audio-analysis/20dP2DaMHIAmwWAbp7peSr,252256,4
0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4
0.857,0.581,1,-9.663,1,0.0448,0.0265,0.327,0.1,0.965,121.204,audio_features,5gTJpS7jogaXyTYszyJ647,spotify:track:5gTJpS7jogaXyTYszyJ647,https://api.spotify.com/v1/tracks/5gTJpS7jogaXyTYszyJ647,https://api.spotify.com/v1/audio-analysis/5gTJpS7jogaXyTYszyJ647,393080,4
0.927,0.517,1,-6.489,1,0.361,0.0679,0.0,0.174,0.616,95.525,audio_features,7f1UEGMBMuXfLBP5XANfrW,spotify:track:7f1UEGMBMuXfLBP5XANfrW,https://api.spotify.com/v1/tracks/7f1UEGMBMuXfLBP5XANfrW,https://api.spotify.com/v1/audio-analysis/7f1UEGMBMuXfLBP5XANfrW,207467,4
0.55,0.861,2,-13.183,0,0.0414,0.0258,0.793,0.0852,0.775,133.944,audio_features,1cRYUgztsBj28Crkm0viDq,spotify:track:1cRYUgztsBj28Crkm0viDq,https://api.spotify.com/v1/tracks/1cRYUgztsBj28Crkm0viDq,https://api.spotify.com/v1/audio-analysis/1cRYUgztsBj28Crkm0viDq,573693,4
0.787,0.587,1,-4.281,1,0.0485,0.00567,0.00721,0.11,0.0918,130.038,audio_features,22Zv0v6Ud4xDj4zBYB7V7z,spotify:track:22Zv0v6Ud4xDj4zBYB7V7z,https://api.spotify.com/v1/tracks/22Zv0v6Ud4xDj4zBYB7V7z,https://api.spotify.com/v1/audio-analysis/22Zv0v6Ud4xDj4zBYB7V7z,151520,4
0.194,0.535,10,-7.86,0,0.0307,0.121,6.06e-05,0.0928,0.158,88.682,audio_features,1Iq2fxLlj61cwjNDZSk86l,spotify:track:1Iq2fxLlj61cwjNDZSk86l,https://api.spotify.com/v1/tracks/1Iq2fxLlj61cwjNDZSk86l,https://api.spotify.com/v1/audio-analysis/1Iq2fxLlj61cwjNDZSk86l,228063,4
0.742,0.957,0,-8.428,0,0.0362,0.000909,0.904,0.0819,0.39,129.993,audio_features,70KmOLWd5VIxku9jeOhfs8,spotify:track:70KmOLWd5VIxku9jeOhfs8,https://api.spotify.com/v1/tracks/70KmOLWd5VIxku9jeOhfs8,https://api.spotify.com/v1/audio-analysis/70KmOLWd5VIxku9jeOhfs8,413635,4
0.704,0.872,1,-8.253,1,0.0726,6.72e-05,0.144,0.31,0.656,125.005,audio_features,2xosDYfJjir4lRitL2gQTz,spotify:track:2xosDYfJjir4lRitL2gQTz,https://api.spotify.com/v1/tracks/2xosDYfJjir4lRitL2gQTz,https://api.spotify.com/v1/audio-analysis/2xosDYfJjir4lRitL2gQTz,399420,4
0.716,0.836,7,-10.047,0,0.0476,0.0536,0.667,0.0878,0.409,127.022,audio_features,2aOzz7RqSnZwgzcrlmGhsN,spotify:track:2aOzz7RqSnZwgzcrlmGhsN,https://api.spotify.com/v1/tracks/2aOzz7RqSnZwgzcrlmGhsN,https://api.spotify.com/v1/audio-analysis/2aOzz7RqSnZwgzcrlmGhsN,294849,4
0.695,0.521,11,-9.509,0,0.0932,0.0104,0.00316,0.083,0.263,140.005,audio_features,1mzdBqSqAENTJcQ1CsCDcH,spotify:track:1mzdBqSqAENTJcQ1CsCDcH,https://api.spotify.com/v1/tracks/1mzdBqSqAENTJcQ1CsCDcH,https://api.spotify.com/v1/audio-analysis/1mzdBqSqAENTJcQ1CsCDcH,252009,4
0.496,0.821,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,audio_features,1yK9LISg5uBOOW5bT2Wm0i,spotify:track:1yK9LISg5uBOOW5bT2Wm0i,https://api.spotify.com/v1/tracks/1yK9LISg5uBOOW5bT2Wm0i,https://api.spotify.com/v1/audio-analysis/1yK9LISg5uBOOW5bT2Wm0i,249013,5
0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,audio_features,0KQx6HOpJueiSkztcS0r7D,spotify:track:0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/audio-analysis/0KQx6HOpJueiSkztcS0r7D,210200,3
0.871,0.446,1,-9.818,1,0.424,0.452,0.0,0.161,0.685,95.518,audio_features,3mA0mD8XdDg1sqp6OrJCD5,spotify:track:3mA0mD8XdDg1sqp6OrJCD5,https://api.spotify.com/v1/tracks/3mA0mD8XdDg1sqp6OrJCD5,https://api.spotify.com/v1/audio-analysis/3mA0mD8XdDg1sqp6OrJCD5,251309,4
0.771,0.552,8,-9.351,1,0.285,0.0467,0.0362,0.15,0.187,140.161,audio_features,59OnzYDTC8qGUuNINZLCvI,spotify:track:59OnzYDTC8qGUuNINZLCvI,https://api.spotify.com/v1/tracks/59OnzYDTC8qGUuNINZLCvI,https://api.spotify.com/v1/audio-analysis/59OnzYDTC8qGUuNINZLCvI,195000,4
0.732,0.615,6,-12.58,0,0.338,0.159,0.0,0.14,0.596,135.098,audio_features,3xEq9VX1OAxeiaryBwZAX5,spotify:track:3xEq9VX1OAxeiaryBwZAX5,https://api.spotify.com/v1/tracks/3xEq9VX1OAxeiaryBwZAX5,https://api.spotify.com/v1/audio-analysis/3xEq9VX1OAxeiaryBwZAX5,208000,4
0.64,0.81,7,-4.011,1,0.397,0.575,0.0,0.0858,0.696,90.653,audio_features,4xWbGzEw1VZGe47HDtNTsU,spotify:track:4xWbGzEw1VZGe47HDtNTsU,https://api.spotify.com/v1/tracks/4xWbGzEw1VZGe47HDtNTsU,https://api.spotify.com/v1/audio-analysis/4xWbGzEw1VZGe47HDtNTsU,244046,3
0.847,0.909,0,-6.786,1,0.0958,0.0938,4.67e-06,0.0455,0.749,140.006,audio_features,5qKzPbZijf3yyrOGR9KC68,spotify:track:5qKzPbZijf3yyrOGR9KC68,https://api.spotify.com/v1/tracks/5qKzPbZijf3yyrOGR9KC68,https://api.spotify.com/v1/audio-analysis/5qKzPbZijf3yyrOGR9KC68,193553,4
0.489,0.897,7,-3.902,1,0.397,0.0142,0.0,0.319,0.333,115.061,audio_features,36C8CE7ut4WlUTE98UTP8F,spotify:track:36C8CE7ut4WlUTE98UTP8F,https://api.spotify.com/v1/tracks/36C8CE7ut4WlUTE98UTP8F,https://api.spotify.com/v1/audio-analysis/36C8CE7ut4WlUTE98UTP8F,288000,4
0.633,0.853,8,-6.491,1,0.389,0.302,0.0,0.152,0.544,130.018,audio_features,7MDKvOzNgAJ3KMCtaP2UOa,spotify:track:7MDKvOzNgAJ3KMCtaP2UOa,https://api.spotify.com/v1/tracks/7MDKvOzNgAJ3KMCtaP2UOa,https://api.spotify.com/v1/audio-analysis/7MDKvOzNgAJ3KMCtaP2UOa,211965,4
0.817,0.639,1,-4.517,1,0.2,0.0161,0.0,0.129,0.435,88.763,audio_features,50lY1LR5natopwRSsu97Ha,spotify:track:50lY1LR5natopwRSsu97Ha,https://api.spotify.com/v1/tracks/50lY1LR5natopwRSsu97Ha,https://api.spotify.com/v1/audio-analysis/50lY1LR5natopwRSsu97Ha,291387,4
0.656,0.798,5,-6.679,0,0.0406,0.121,0.271,0.35,0.809,106.088,audio_features,25Sb52ayD4jupdK1uaczlN,spotify:track:25Sb52ayD4jupdK1uaczlN,https://api.spotify.com/v1/tracks/25Sb52ayD4jupdK1uaczlN,https://api.spotify.com/v1/audio-analysis/25Sb52ayD4jupdK1uaczlN,235107,4
0.852,0.563,10,-8.663,0,0.0377,0.0117,1.96e-05,0.119,0.893,92.112,audio_features,35hJfN2je5m082ttEmNYmQ,spotify:track:35hJfN2je5m082ttEmNYmQ,https://api.spotify.com/v1/tracks/35hJfN2je5m082ttEmNYmQ,https://api.spotify.com/v1/audio-analysis/35hJfN2je5m082ttEmNYmQ,267440,4
0.847,0.646,2,-16.801,1,0.182,0.00394,0.336,0.707,0.533,113.124,audio_features,0yq9XIqQ4CXqDYJSS8Zak7,spotify:track:0yq9XIqQ4CXqDYJSS8Zak7,https://api.spotify.com/v1/tracks/0yq9XIqQ4CXqDYJSS8Zak7,https://api.spotify.com/v1/audio-analysis/0yq9XIqQ4CXqDYJSS8Zak7,284427,4
0.779,0.79,5,-5.132,0,0.0609,0.0401,0.000126,0.0674,0.925,125.009,audio_features,0rIzzj9UYWCZDCld6Ko8wE,spotify:track:0rIzzj9UYWCZDCld6Ko8wE,https://api.spotify.com/v1/tracks/0rIzzj9UYWCZDCld6Ko8wE,https://api.spotify.com/v1/audio-analysis/0rIzzj9UYWCZDCld6Ko8wE,370960,4
0.79,0.656,5,-14.405,1,0.0414,0.109,0.196,0.534,0.857,106.94,audio_features,7LQA6zwAuDSiOdP55jtHOB,spotify:track:7LQA6zwAuDSiOdP55jtHOB,https://api.spotify.com/v1/tracks/7LQA6zwAuDSiOdP55jtHOB,https://api.spotify.com/v1/audio-analysis/7LQA6zwAuDSiOdP55jtHOB,444760,4
0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,audio_features,2RlgNHKcydI9sayD2Df2xp,spotify:track:2RlgNHKcydI9sayD2Df2xp,https://api.spotify.com/v1/tracks/2RlgNHKcydI9sayD2Df2xp,https://api.spotify.com/v1/audio-analysis/2RlgNHKcydI9sayD2Df2xp,303373,4
0.819,0.617,0,-12.519,1,0.0673,0.165,1.63e-05,0.0396,0.758,115.185,audio_features,7sfjcmj3XdqyYvZD8liULU,spotify:track:7sfjcmj3XdqyYvZD8liULU,https://api.spotify.com/v1/tracks/7sfjcmj3XdqyYvZD8liULU,https://api.spotify.com/v1/audio-analysis/7sfjcmj3XdqyYvZD8liULU,919061,4
0.743,0.648,7,-9.398,1,0.036,0.000493,0.863,0.203,0.683,108.659,audio_features,7lnviDlOAhzudmOljRHt0Z,spotify:track:7lnviDlOAhzudmOljRHt0Z,https://api.spotify.com/v1/tracks/7lnviDlOAhzudmOljRHt0Z,https://api.spotify.com/v1/audio-analysis/7lnviDlOAhzudmOljRHt0Z,314400,4
0.331,0.845,0,-7.55,1,0.0889,0.411,0.000412,0.124,0.525,76.698,audio_features,36SULeBeglappJysOY6WzQ,spotify:track:36SULeBeglappJysOY6WzQ,https://api.spotify.com/v1/tracks/36SULeBeglappJysOY6WzQ,https://api.spotify.com/v1/audio-analysis/36SULeBeglappJysOY6WzQ,219613,4
0.763,0.84,8,-3.704,1,0.0929,0.0346,0.0,0.0601,0.748,92.477,audio_features,1eduDdsjMO7Or4EXnMf2iS,spotify:track:1eduDdsjMO7Or4EXnMf2iS,https://api.spotify.com/v1/tracks/1eduDdsjMO7Or4EXnMf2iS,https://api.spotify.com/v1/audio-analysis/1eduDdsjMO7Or4EXnMf2iS,287547,4
0.835,0.765,1,-7.831,1,0.0681,0.475,0.0692,0.12,0.855,110.282,audio_features,5gaUkg5JNk8c4mr2jnpX8H,spotify:track:5gaUkg5JNk8c4mr2jnpX8H,https://api.spotify.com/v1/tracks/5gaUkg5JNk8c4mr2jnpX8H,https://api.spotify.com/v1/audio-analysis/5gaUkg5JNk8c4mr2jnpX8H,301026,4
0.697,0.656,9,-7.062,0,0.0283,0.43,4.66e-05,0.221,0.881,119.632,audio_features,05zCw24BdvZKGeC5NXowVe,spotify:track:05zCw24BdvZKGeC5NXowVe,https://api.spotify.com/v1/tracks/05zCw24BdvZKGeC5NXowVe,https://api.spotify.com/v1/audio-analysis/05zCw24BdvZKGeC5NXowVe,252373,4
0.919,0.434,9,-10.828,1,0.0667,0.085,0.948,0.111,0.963,126.936,audio_features,70cYMx8O0hXc2C04MzjtPK,spotify:track:70cYMx8O0hXc2C04MzjtPK,https://api.spotify.com/v1/tracks/70cYMx8O0hXc2C04MzjtPK,https://api.spotify.com/v1/audio-analysis/70cYMx8O0hXc2C04MzjtPK,236360,4
0.581,0.672,8,-8.279,1,0.0602,0.104,0.856,0.0458,0.808,111.154,audio_features,4Ce66JznW8QbeyTdSzdGwR,spotify:track:4Ce66JznW8QbeyTdSzdGwR,https://api.spotify.com/v1/tracks/4Ce66JznW8QbeyTdSzdGwR,https://api.spotify.com/v1/audio-analysis/4Ce66JznW8QbeyTdSzdGwR,941360,4
0.895,0.318,1,-7.992,0,0.0892,0.00298,0.913,0.063,0.0785,122.0,audio_features,47L7EinVbbEBraJE0MMnW9,spotify:track:47L7EinVbbEBraJE0MMnW9,https://api.spotify.com/v1/tracks/47L7EinVbbEBraJE0MMnW9,https://api.spotify.com/v1/audio-analysis/47L7EinVbbEBraJE0MMnW9,422619,4
0.811,0.713,4,-8.085,0,0.291,0.0075,0.0,0.28,0.699,94.617,audio_features,0dgdXBWLJTPXr5ZgJ2N4SA,spotify:track:0dgdXBWLJTPXr5ZgJ2N4SA,https://api.spotify.com/v1/tracks/0dgdXBWLJTPXr5ZgJ2N4SA,https://api.spotify.com/v1/audio-analysis/0dgdXBWLJTPXr5ZgJ2N4SA,236160,4
0.717,0.662,9,-9.474,1,0.0552,0.0608,0.0,0.329,0.745,105.69,audio_features,5QYtHKOCTMfKTgy5NI6EoN,spotify:track:5QYtHKOCTMfKTgy5NI6EoN,https://api.spotify.com/v1/tracks/5QYtHKOCTMfKTgy5NI6EoN,https://api.spotify.com/v1/audio-analysis/5QYtHKOCTMfKTgy5NI6EoN,348067,4
0.778,0.683,11,-6.849,0,0.0562,0.0405,0.00141,0.045,0.548,127.572,audio_features,3vE6VYTG7LytVOvVTc3PBb,spotify:track:3vE6VYTG7LytVOvVTc3PBb,https://api.spotify.com/v1/tracks/3vE6VYTG7LytVOvVTc3PBb,https://api.spotify.com/v1/audio-analysis/3vE6VYTG7LytVOvVTc3PBb,483093,4
0.669,0.671,0,-7.996,1,0.0524,0.249,1.18e-05,0.521,0.739,132.588,audio_features,2spYTsLordTnYenqNjzM8n,spotify:track:2spYTsLordTnYenqNjzM8n,https://api.spotify.com/v1/tracks/2spYTsLordTnYenqNjzM8n,https://api.spotify.com/v1/audio-analysis/2spYTsLordTnYenqNjzM8n,322549,4
